volunteer,study,activity,measure,mean,std.dev
8,train,Walking Upstairs,fBodyAccMag,-0.13026451905121952,0.41463829853436046
8,train,Walking Upstairs,fBodyBodyAccJerkMag,-0.13185056746097562,0.4039014991608202
8,train,Walking Upstairs,fBodyBodyGyroMag,-0.22961095260975609,0.21906346999696633
8,train,Walking Upstairs,fBodyBodyGyroJerkMag,-0.46327057804878047,0.5799954488347563
9,test,Laying,tBodyAcc-X,0.2591955368,0.9471094419114089
9,test,Laying,tBodyAcc-Y,-0.020526821662,0.9185208060374287
9,test,Laying,tBodyAcc-Z,-0.10754972144,0.9426430041456632
9,test,Laying,tGravityAcc-X,-0.5802528348,0.9473257917086297
9,test,Laying,tGravityAcc-Y,-0.11915419619999999,0.9706577414481422
9,test,Laying,tGravityAcc-Z,0.9578730416,0.9738097342868935
9,test,Laying,tBodyAccJerk-X,0.08807344764,0.9651894153025933
9,test,Laying,tBodyAccJerk-Y,0.011561732718,0.9644418878858572
9,test,Laying,tBodyAccJerk-Z,-0.0070536778584,0.9592247838270546
9,test,Laying,tBodyGyro-X,-0.013632036148,0.9430300299727078
9,test,Laying,tBodyGyro-Y,-0.15890291983,0.9279968295506816
9,test,Laying,tBodyGyro-Z,0.101275010682,0.9620898765819818
9,test,Laying,tBodyGyroJerk-X,-0.10384667982,0.9465774177693917
9,test,Laying,tBodyGyroJerk-Y,-0.027552256948,0.9627848867188538
9,test,Laying,tBodyGyroJerk-Z,-0.0569490475,0.9772507548004795
9,test,Laying,tBodyAccMag,-0.9308684376,0.9272906785741838
9,test,Laying,tGravityAccMag,-0.9308684376,0.9272906785741838
9,test,Laying,tBodyAccJerkMag,-0.9633745492,0.9558358481498477
9,test,Laying,tBodyGyroMag,-0.9071250998,0.901720504972922
9,test,Laying,tBodyGyroJerkMag,-0.964524819,0.9537296382925012
9,test,Laying,fBodyAcc-X,-0.946865494,0.9461964762762584
9,test,Laying,fBodyAcc-Y,-0.9343665984,0.9151069838229617
9,test,Laying,fBodyAcc-Z,-0.9459190006,0.9439435251584664
9,test,Laying,fBodyAccJerk-X,-0.964304065,0.9689656199378786
9,test,Laying,fBodyAccJerk-Y,-0.9640828062,0.9670436440274104
9,test,Laying,fBodyAccJerk-Z,-0.955909215,0.9603870960169655
9,test,Laying,fBodyGyro-X,-0.930297921,0.9470420245497412
9,test,Laying,fBodyGyro-Y,-0.9345796594,0.9245866061909125
9,test,Laying,fBodyGyro-Z,-0.9598150092,0.9660866816909903
9,test,Laying,fBodyAccMag,-0.9266042952,0.9323651013354801
9,test,Laying,fBodyBodyAccJerkMag,-0.9543205856,0.9558827186522372
9,test,Laying,fBodyBodyGyroMag,-0.9186053356,0.906252918245728
9,test,Laying,fBodyBodyGyroJerkMag,-0.9558062546,0.9532732790366293
9,test,Sitting,tBodyAcc-X,0.24832674354,0.9598260833887461
9,test,Sitting,tBodyAcc-Y,-0.02701677698,0.8945841399036341
9,test,Sitting,tBodyAcc-Z,-0.07537846886,0.8740049757070193
9,test,Sitting,tGravityAcc-X,0.9163245106,0.9616014456260521
9,test,Sitting,tGravityAcc-Y,-0.0414258228938,0.9507929456385605
9,test,Sitting,tGravityAcc-Z,0.085263099144,0.9121165148106428
9,test,Sitting,tBodyAccJerk-X,0.077005006374,0.9654382694231166
9,test,Sitting,tBodyAccJerk-Y,0.009817397262,0.9578494180117503
9,test,Sitting,tBodyAccJerk-Z,-0.008674672651000002,0.9625112503156517
9,test,Sitting,tBodyGyro-X,-0.042328876778,0.9599385062546056
9,test,Sitting,tBodyGyro-Y,-0.04142711812,0.9245077922841444
9,test,Sitting,tBodyGyro-Z,0.0807919285908,0.9358643546474178
9,test,Sitting,tBodyGyroJerk-X,-0.0930708106,0.9652386106565813
9,test,Sitting,tBodyGyroJerk-Y,-0.046663441472,0.9723644499027719
9,test,Sitting,tBodyGyroJerk-Z,-0.052841489994,0.9696572280204936
9,test,Sitting,tBodyAccMag,-0.8933617176,0.8912725985870579
9,test,Sitting,tGravityAccMag,-0.8933617176,0.8912725985870579
9,test,Sitting,tBodyAccJerkMag,-0.964383757,0.9534392176942594
9,test,Sitting,tBodyGyroMag,-0.9032355368,0.9127772428671342
9,test,Sitting,tBodyGyroJerkMag,-0.9733641366,0.9671694112378291
9,test,Sitting,fBodyAcc-X,-0.959413594,0.9598922567857783
9,test,Sitting,fBodyAcc-Y,-0.911683219,0.8918568473558092
9,test,Sitting,fBodyAcc-Z,-0.8922013438,0.8719968268523842
9,test,Sitting,fBodyAccJerk-X,-0.9655962396,0.9674820823280271
9,test,Sitting,fBodyAccJerk-Y,-0.9580073906,0.9596099231836167
9,test,Sitting,fBodyAccJerk-Z,-0.9575269752,0.965520697867814
9,test,Sitting,fBodyGyro-X,-0.950315237,0.962661024223922
9,test,Sitting,fBodyGyro-Y,-0.9396930078,0.9181782951241639
9,test,Sitting,fBodyGyro-Z,-0.940312313,0.939799753377905
9,test,Sitting,fBodyAccMag,-0.8977181972,0.8962140465864069
9,test,Sitting,fBodyBodyAccJerkMag,-0.9530504408,0.9513083681424619
9,test,Sitting,fBodyBodyGyroMag,-0.9344377378000001,0.9133167536286153
9,test,Sitting,fBodyBodyGyroJerkMag,-0.9683155878,0.966874688081554
9,test,Standing,tBodyAcc-X,0.2823100573333333,0.9761345536110383
9,test,Standing,tBodyAcc-Y,-0.02004549540222222,0.9424811957697784
9,test,Standing,tBodyAcc-Z,-0.09527474813333334,0.9237711942470453
9,test,Standing,tGravityAcc-X,0.9613235022222222,0.9892849777633821
9,test,Standing,tGravityAcc-Y,-0.010383816474,0.9733902407394505
9,test,Standing,tGravityAcc-Z,0.009147692355555554,0.9368755012006512
9,test,Standing,tBodyAccJerk-X,0.07600320535555556,0.9706265744535814
9,test,Standing,tBodyAccJerk-Y,0.013069979606666667,0.9653693284509336
9,test,Standing,tBodyAccJerk-Z,-0.0047007855020000005,0.9709586618017214
9,test,Standing,tBodyGyro-X,-0.029183136346,0.9260824836327093
9,test,Standing,tBodyGyro-Y,-0.060810158296,0.9479333420657668
9,test,Standing,tBodyGyro-Z,0.09924093322222222,0.9426174127724594
9,test,Standing,tBodyGyroJerk-X,-0.095897704,0.9501650347483015
9,test,Standing,tBodyGyroJerk-Y,-0.041919957433333335,0.975507353256672
9,test,Standing,tBodyGyroJerk-Z,-0.05757431314888889,0.970540416399245
9,test,Standing,tBodyAccMag,-0.9451674824444445,0.9393436389212991
9,test,Standing,tGravityAccMag,-0.9451674824444445,0.9393436389212991
9,test,Standing,tBodyAccJerkMag,-0.9695245788888889,0.964833085508045
9,test,Standing,tBodyGyroMag,-0.9210302231111112,0.9138565744822673
9,test,Standing,tBodyGyroJerkMag,-0.9698240442222222,0.9660192158809375
9,test,Standing,fBodyAcc-X,-0.971662692,0.9779193086992981
9,test,Standing,fBodyAcc-Y,-0.9448494317777778,0.9425475156964624
9,test,Standing,fBodyAcc-Z,-0.9416868742222222,0.9192742757326636
9,test,Standing,fBodyAccJerk-X,-0.9713137686666666,0.9719295908819496
9,test,Standing,fBodyAccJerk-Y,-0.9626242988888889,0.9694182123200977
9,test,Standing,fBodyAccJerk-Z,-0.9671292004444444,0.9729116620310638
9,test,Standing,fBodyGyro-X,-0.9169744375555555,0.9289002309086974
9,test,Standing,fBodyGyro-Y,-0.9545143015555556,0.9441813724556612
9,test,Standing,fBodyGyro-Z,-0.941510336,0.9471649998733682
9,test,Standing,fBodyAccMag,-0.9463301717777778,0.9431592148614819
9,test,Standing,fBodyBodyAccJerkMag,-0.963242884,0.964583026438136
9,test,Standing,fBodyBodyGyroMag,-0.9297690677777778,0.9165484925114086
9,test,Standing,fBodyBodyGyroJerkMag,-0.967491628,0.9655896997328717
9,test,Walking,tBodyAcc-X,0.2785028421153846,0.2548351038598541
9,test,Walking,tBodyAcc-Y,-0.018089197128442307,0.21726983852998327
9,test,Walking,tBodyAcc-Z,-0.11082051230769231,0.08555481432111203
9,test,Walking,tGravityAcc-X,0.9518670796153846,0.9810328491780689
9,test,Walking,tGravityAcc-Y,-0.031434173873076926,0.9714702093004649
9,test,Walking,tGravityAcc-Z,-0.11585612108038461,0.9563364060411107
9,test,Walking,tBodyAccJerk-X,0.07043572704807692,0.24376319074269046
9,test,Walking,tBodyAccJerk-Y,0.02122559100173077,0.28834376966405006
9,test,Walking,tBodyAccJerk-Z,0.004147627401923076,0.4141205946371502
9,test,Walking,tBodyGyro-X,-0.08083605986538461,0.4815827372410235
9,test,Walking,tBodyGyro-Y,-0.06255987106153846,0.48204381538691204
9,test,Walking,tBodyGyro-Z,0.11162977989615384,0.2766812073815302
9,test,Walking,tBodyGyroJerk-X,-0.08092040944615385,0.5340406350932777
9,test,Walking,tBodyGyroJerk-Y,-0.035628342703846155,0.5624380503066588
9,test,Walking,tBodyGyroJerk-Z,-0.06334066205923077,0.4616479925026401
9,test,Walking,tBodyAccMag,-0.09808404961434615,0.39082736074973473
9,test,Walking,tGravityAccMag,-0.09808404961434615,0.39082736074973473
9,test,Walking,tBodyAccJerkMag,-0.20373361551923078,0.32905168171345506
9,test,Walking,tBodyGyroMag,-0.2945422668269231,0.49794192598909887
9,test,Walking,tBodyGyroJerkMag,-0.5102539957692308,0.6089106517474696
9,test,Walking,fBodyAcc-X,-0.29471116365384614,0.23735805755869668
9,test,Walking,fBodyAcc-Y,-0.25767761615384616,0.23965278019334066
9,test,Walking,fBodyAcc-Z,-0.25080625978846155,0.07660797021706393
9,test,Walking,fBodyAccJerk-X,-0.3142654013461538,0.22561722922167446
9,test,Walking,fBodyAccJerk-Y,-0.367706595,0.24780911984799062
9,test,Walking,fBodyAccJerk-Z,-0.3995412451923077,0.42371795488008995
9,test,Walking,fBodyGyro-X,-0.38367612096153847,0.5128039644220899
9,test,Walking,fBodyGyro-Y,-0.4369058605769231,0.5032380260744476
9,test,Walking,fBodyGyro-Z,-0.24022251213461537,0.3484407167177653
9,test,Walking,fBodyAccMag,-0.3188010227115385,0.5198042108536719
9,test,Walking,fBodyBodyAccJerkMag,-0.3168707155769231,0.3381665864936422
9,test,Walking,fBodyBodyGyroMag,-0.5137974803846154,0.5704770240123423
9,test,Walking,fBodyBodyGyroJerkMag,-0.6025816182692307,0.6316447377970557
9,test,Walking Downstairs,tBodyAcc-X,0.295923445,0.23335788766815507
9,test,Walking Downstairs,tBodyAcc-Y,-0.02039942690754762,0.275376721525191
9,test,Walking Downstairs,tBodyAcc-Z,-0.0910278793952381,0.29234923965433995
9,test,Walking Downstairs,tGravityAcc-X,0.9384177733333333,0.9523389483416554
9,test,Walking Downstairs,tGravityAcc-Y,-0.03523046451047619,0.9370879304928731
9,test,Walking Downstairs,tGravityAcc-Z,-0.08227617494261905,0.880022439237405
9,test,Walking Downstairs,tBodyAccJerk-X,0.13019304380952382,0.12030103534390181
9,test,Walking Downstairs,tBodyAccJerk-Y,-0.020686596595238096,0.3353829995684304
9,test,Walking Downstairs,tBodyAccJerk-Z,0.0026256885476190492,0.40780283477588763
9,test,Walking Downstairs,tBodyGyro-X,-0.09163830110714286,0.42225690968663104
9,test,Walking Downstairs,tBodyGyro-Y,-0.07125988431428572,0.3620580626321516
9,test,Walking Downstairs,tBodyGyro-Z,0.11680440069047619,0.298898756775008
9,test,Walking Downstairs,tBodyGyroJerk-X,-0.09459120244761904,0.5191583078236485
9,test,Walking Downstairs,tBodyGyroJerk-Y,-0.059760833461904764,0.46878999808960653
9,test,Walking Downstairs,tBodyGyroJerk-Z,-0.06780805987857143,0.434714141348926
9,test,Walking Downstairs,tBodyAccMag,0.14588635793571428,0.3004139166097406
9,test,Walking Downstairs,tGravityAccMag,0.14588635793571428,0.3004139166097406
9,test,Walking Downstairs,tBodyAccJerkMag,-0.1623760892761905,0.1716193459454106
9,test,Walking Downstairs,tBodyGyroMag,-0.16892140063333333,0.34097394899323197
9,test,Walking Downstairs,tBodyGyroJerkMag,-0.46902843404761907,0.48055862091709695
9,test,Walking Downstairs,fBodyAcc-X,0.10312850619761905,0.27870967016871634
9,test,Walking Downstairs,fBodyAcc-Y,-0.18312045542857142,0.32657399528800274
9,test,Walking Downstairs,fBodyAcc-Z,-0.10370582265785715,0.29096631345846385
9,test,Walking Downstairs,fBodyAccJerk-X,-0.0645354342404762,0.1423524752794446
9,test,Walking Downstairs,fBodyAccJerk-Y,-0.3136430418095238,0.38194725297530896
9,test,Walking Downstairs,fBodyAccJerk-Z,-0.2936777895952381,0.459750493066709
9,test,Walking Downstairs,fBodyGyro-X,-0.3250428909047619,0.4513832690901354
9,test,Walking Downstairs,fBodyGyro-Y,-0.31251219545238096,0.38214846796199203
9,test,Walking Downstairs,fBodyGyro-Z,-0.25068658671904764,0.3677713750823805
9,test,Walking Downstairs,fBodyAccMag,0.222203941,0.15975029963269824
9,test,Walking Downstairs,fBodyBodyAccJerkMag,0.007168778835714287,0.20545067111575352
9,test,Walking Downstairs,fBodyBodyGyroMag,-0.3475402266666667,0.4366735828390842
9,test,Walking Downstairs,fBodyBodyGyroJerkMag,-0.4631720538095238,0.5109558379461662
9,test,Walking Upstairs,tBodyAcc-X,0.2624364757142857,0.3760536203181131
9,test,Walking Upstairs,tBodyAcc-Y,-0.01951010999757143,0.3161899735286531
9,test,Walking Upstairs,tBodyAcc-Z,-0.12521900395918367,0.3028999134360734
9,test,Walking Upstairs,tGravityAcc-X,0.9026477777551021,0.9548399726979412
9,test,Walking Upstairs,tGravityAcc-Y,-0.03779478242857143,0.903248557346177
9,test,Walking Upstairs,tGravityAcc-Z,-0.26600986685714284,0.8955030358077433
9,test,Walking Upstairs,tBodyAccJerk-X,0.0692266245755102,0.3496468231209584
9,test,Walking Upstairs,tBodyAccJerk-Y,0.0012661221836734677,0.5888207563258738
9,test,Walking Upstairs,tBodyAccJerk-Z,0.0076604660236734715,0.6497912442735073
9,test,Walking Upstairs,tBodyGyro-X,-0.16396719,0.3791075440304356
9,test,Walking Upstairs,tBodyGyro-Y,-0.04125879095795918,0.4445753888417013
9,test,Walking Upstairs,tBodyGyro-Z,0.14569462592448978,0.19993213430560847
9,test,Walking Upstairs,tBodyGyroJerk-X,-0.06846895933551021,0.6628309643558008
9,test,Walking Upstairs,tBodyGyroJerk-Y,-0.030279745240816325,0.712854267103676
9,test,Walking Upstairs,tBodyGyroJerk-Z,-0.023632791118367347,0.6595741467355418
9,test,Walking Upstairs,tBodyAccMag,-0.26072758142857144,0.4122969512864903
9,test,Walking Upstairs,tGravityAccMag,-0.26072758142857144,0.4122969512864903
9,test,Walking Upstairs,tBodyAccJerkMag,-0.4406675402040816,0.44959179855682146
9,test,Walking Upstairs,tBodyGyroMag,-0.08332344900612244,0.44492997920895544
9,test,Walking Upstairs,tBodyGyroJerkMag,-0.6728405618367347,0.7509502108946731
9,test,Walking Upstairs,fBodyAcc-X,-0.3427359526530612,0.38686249016381025
9,test,Walking Upstairs,fBodyAcc-Y,-0.4050227981632653,0.3169093330365424
9,test,Walking Upstairs,fBodyAcc-Z,-0.38471042340816325,0.30337717584806534
9,test,Walking Upstairs,fBodyAccJerk-X,-0.4020447504081633,0.35089437166967713
9,test,Walking Upstairs,fBodyAccJerk-Y,-0.6084985920408164,0.5939350446760103
9,test,Walking Upstairs,fBodyAccJerk-Z,-0.6151257106122449,0.6799016325882047
9,test,Walking Upstairs,fBodyGyro-X,-0.31394163132653063,0.39447892642280424
9,test,Walking Upstairs,fBodyGyro-Y,-0.4991592028571429,0.41074795640922473
9,test,Walking Upstairs,fBodyGyro-Z,-0.32769867118367346,0.22711956166131222
9,test,Walking Upstairs,fBodyAccMag,-0.37289034897959183,0.5174455388631358
9,test,Walking Upstairs,fBodyBodyAccJerkMag,-0.41953310857142856,0.48953965635573643
9,test,Walking Upstairs,fBodyBodyGyroMag,-0.531482693877551,0.4746275726156585
9,test,Walking Upstairs,fBodyBodyGyroJerkMag,-0.7341594493877551,0.7894320510086358
10,test,Laying,tBodyAcc-X,0.280230574137931,0.970395566388081
10,test,Laying,tBodyAcc-Y,-0.024294484137931033,0.953788249469653
10,test,Laying,tBodyAcc-Z,-0.11716864236206896,0.9659608574297717
10,test,Laying,tGravityAcc-X,-0.4530697375862069,0.9618429739906129
10,test,Laying,tGravityAcc-Y,-0.13929768103448276,0.9736589164561014
10,test,Laying,tGravityAcc-Z,-0.031121624137931035,0.9726295003091286
10,test,Laying,tBodyAccJerk-X,0.07381506448793103,0.9783509676165231
10,test,Laying,tBodyAccJerk-Y,0.015698997097068967,0.9682495333918776
10,test,Laying,tBodyAccJerk-Z,0.007166895862758621,0.9769421456303107
10,test,Laying,tBodyGyro-X,-0.019555937162068965,0.9658620340161049
10,test,Laying,tBodyGyro-Y,-0.07703256572655173,0.9554311637174486
10,test,Laying,tBodyGyro-Z,0.10472047834482759,0.9733188088737629
10,test,Laying,tBodyGyroJerk-X,-0.1003082544137931,0.9679703138826526
10,test,Laying,tBodyGyroJerk-Y,-0.03887979204137931,0.9673076395958567
10,test,Laying,tBodyGyroJerk-Z,-0.05907449127586207,0.9842864610655166
10,test,Laying,tBodyAccMag,-0.9567818196551724,0.9538065367205497
10,test,Laying,tGravityAccMag,-0.9567818196551724,0.9538065367205497
10,test,Laying,tBodyAccJerkMag,-0.9762344351724138,0.9689063363825321
10,test,Laying,tBodyGyroMag,-0.9375909987931035,0.9346443488578726
10,test,Laying,tBodyGyroJerkMag,-0.9708308489655172,0.9608903878504801
10,test,Laying,fBodyAcc-X,-0.9691842086206897,0.9702450014914085
10,test,Laying,fBodyAcc-Y,-0.9543418491379311,0.9548658571641273
10,test,Laying,fBodyAcc-Z,-0.9643008451724138,0.9670502153776545
10,test,Laying,fBodyAccJerk-X,-0.9790146687931035,0.9792241666169489
10,test,Laying,fBodyAccJerk-Y,-0.9680391737931034,0.9695401799646314
10,test,Laying,fBodyAccJerk-Z,-0.9725922129310345,0.9790772495804857
10,test,Laying,fBodyGyro-X,-0.9537939120689655,0.9684584443876131
10,test,Laying,fBodyGyro-Y,-0.9546700344827587,0.9552690160064738
10,test,Laying,fBodyGyro-Z,-0.9697557772413793,0.9763863979875823
10,test,Laying,fBodyAccMag,-0.950848109137931,0.9571300358399558
10,test,Laying,fBodyBodyAccJerkMag,-0.9685611215517241,0.9670193961539182
10,test,Laying,fBodyBodyGyroMag,-0.9376926425862069,0.9405092429027543
10,test,Laying,fBodyBodyGyroJerkMag,-0.9609768215517241,0.9621194569565442
10,test,Sitting,tBodyAcc-X,0.27061205648148146,0.9833942222337738
10,test,Sitting,tBodyAcc-Y,-0.015042681852037037,0.9369575738864669
10,test,Sitting,tBodyAcc-Z,-0.10425323879629629,0.9698220597070502
10,test,Sitting,tGravityAcc-X,0.7918871981481481,0.9752113133567673
10,test,Sitting,tGravityAcc-Y,-0.04126077499999999,0.9504666005210609
10,test,Sitting,tGravityAcc-Z,0.20253457287037038,0.9705270476420155
10,test,Sitting,tBodyAccJerk-X,0.07753725051851852,0.9890637578572387
10,test,Sitting,tBodyAccJerk-Y,0.008978754587037037,0.9810579546374948
10,test,Sitting,tBodyAccJerk-Z,-0.0049956642766666665,0.988315294148812
10,test,Sitting,tBodyGyro-X,-0.04324321768518519,0.9890369861857491
10,test,Sitting,tBodyGyro-Y,-0.06799935988888889,0.9846721143034184
10,test,Sitting,tBodyGyro-Z,0.07459588694444444,0.9618077045461844
10,test,Sitting,tBodyGyroJerk-X,-0.09315550264814815,0.9923966291993058
10,test,Sitting,tBodyGyroJerk-Y,-0.041121654092592594,0.9926390657330814
10,test,Sitting,tBodyGyroJerk-Z,-0.048941191502962965,0.9903546707837061
10,test,Sitting,tBodyAccMag,-0.9607571996296296,0.9507486346179254
10,test,Sitting,tGravityAccMag,-0.9607571996296296,0.9507486346179254
10,test,Sitting,tBodyAccJerkMag,-0.9880542375925926,0.985494906319605
10,test,Sitting,tBodyGyroMag,-0.9442020437037038,0.9647974556321828
10,test,Sitting,tBodyGyroJerkMag,-0.9937074875925926,0.9918026821321767
10,test,Sitting,fBodyAcc-X,-0.9849431442592592,0.9828233365359887
10,test,Sitting,fBodyAcc-Y,-0.9404502,0.9343498009947446
10,test,Sitting,fBodyAcc-Z,-0.9746446546296296,0.9684131234686381
10,test,Sitting,fBodyAccJerk-X,-0.9893650138888889,0.9896736596320157
10,test,Sitting,fBodyAccJerk-Y,-0.9809628561111111,0.9823302534062512
10,test,Sitting,fBodyAccJerk-Z,-0.9860567677777777,0.9891574305280258
10,test,Sitting,fBodyGyro-X,-0.9864773633333334,0.9898623326378266
10,test,Sitting,fBodyGyro-Y,-0.9861792155555555,0.9839506483424917
10,test,Sitting,fBodyGyro-Z,-0.9653954696296296,0.9635893584847274
10,test,Sitting,fBodyAccMag,-0.9552810107407408,0.9515461872132139
10,test,Sitting,fBodyBodyAccJerkMag,-0.9859008011111111,0.9836401512786206
10,test,Sitting,fBodyBodyGyroMag,-0.9744597325925926,0.964265700217081
10,test,Sitting,fBodyBodyGyroJerkMag,-0.9921915292592592,0.9915334265640082
10,test,Standing,tBodyAcc-X,0.2766503006818182,0.9787607888489617
10,test,Standing,tBodyAcc-Y,-0.01554186034090909,0.9223626932960657
10,test,Standing,tBodyAcc-Z,-0.10796408393181818,0.9440655925767848
10,test,Standing,tGravityAcc-X,0.9540087854545455,0.9913792635128961
10,test,Standing,tGravityAcc-Y,-0.04315978304545454,0.9756590196494255
10,test,Standing,tGravityAcc-Z,0.034698021043181815,0.9611305797899526
10,test,Standing,tBodyAccJerk-X,0.08097843902272728,0.9651253162928392
10,test,Standing,tBodyAccJerk-Y,0.0119007630575,0.9429464816523632
10,test,Standing,tBodyAccJerk-Z,-0.0048584103147727275,0.9766532508167574
10,test,Standing,tBodyGyro-X,-0.028185432560454547,0.931657416939881
10,test,Standing,tBodyGyro-Y,-0.08768204863636364,0.9597466595915801
10,test,Standing,tBodyGyro-Z,0.10325156068181818,0.9544925126356745
10,test,Standing,tBodyGyroJerk-X,-0.10475383318181818,0.9514391304125456
10,test,Standing,tBodyGyroJerk-Y,-0.037159300072727275,0.9768250354895863
10,test,Standing,tBodyGyroJerk-Z,-0.05841625470454546,0.9694926665852437
10,test,Standing,tBodyAccMag,-0.9519889079545455,0.9397622655107142
10,test,Standing,tGravityAccMag,-0.9519889079545455,0.9397622655107142
10,test,Standing,tBodyAccJerkMag,-0.9651638184090909,0.9536195362253301
10,test,Standing,tBodyGyroMag,-0.9297872597727272,0.9229949520379458
10,test,Standing,tBodyGyroJerkMag,-0.9716376615909091,0.9651616987256909
10,test,Standing,fBodyAcc-X,-0.9700998143181818,0.9831320501709216
10,test,Standing,fBodyAcc-Y,-0.9233787452272727,0.9244531729221835
10,test,Standing,fBodyAcc-Z,-0.9552723838636363,0.9413998250037718
10,test,Standing,fBodyAccJerk-X,-0.9635651661363637,0.9691874216895822
10,test,Standing,fBodyAccJerk-Y,-0.9421877604545454,0.9463514775836928
10,test,Standing,fBodyAccJerk-Z,-0.9722415122727273,0.9795706884565784
10,test,Standing,fBodyGyro-X,-0.9240059129545455,0.9339070566837478
10,test,Standing,fBodyGyro-Y,-0.9603238009090909,0.9592533050082088
10,test,Standing,fBodyGyro-Z,-0.9509157309090909,0.9595296733848151
10,test,Standing,fBodyAccMag,-0.9401101675,0.9468756085308662
10,test,Standing,fBodyBodyAccJerkMag,-0.9516336904545455,0.95360683740497
10,test,Standing,fBodyBodyGyroMag,-0.937786743409091,0.9252915776152292
10,test,Standing,fBodyBodyGyroJerkMag,-0.9656140813636364,0.9657717544376007
10,test,Walking,tBodyAcc-X,0.2785740766037736,0.2059862569465767
10,test,Walking,tBodyAcc-Y,-0.017022351190566037,0.1582970217001746
10,test,Walking,tBodyAcc-Z,-0.10905751213207547,0.3998270085259779
10,test,Walking,tGravityAcc-X,0.9630921498113207,0.9745468079754565
10,test,Walking,tGravityAcc-Y,-0.08382770139622642,0.9712928491773202
10,test,Walking,tGravityAcc-Z,0.054927624226415096,0.9585064370833264
10,test,Walking,tBodyAccJerk-X,0.08579438092830188,0.15699197841182938
10,test,Walking,tBodyAccJerk-Y,0.004082487926415093,0.22499636080704574
10,test,Walking,tBodyAccJerk-Z,-0.01629531953962264,0.5178880679258068
10,test,Walking,tBodyGyro-X,0.010689497621509435,0.41909408488820127
10,test,Walking,tBodyGyro-Y,-0.08195407837609434,0.2601130766316959
10,test,Walking,tBodyGyro-Z,0.09866957311603773,0.18718024874221448
10,test,Walking,tBodyGyroJerk-X,-0.12270956346226415,0.37311891595560154
10,test,Walking,tBodyGyroJerk-Y,-0.05192049810377358,0.5128205316331986
10,test,Walking,tBodyGyroJerk-Z,-0.06112629288490566,0.34097404993563496
10,test,Walking,tBodyAccMag,-0.12740091206981133,0.20091123139917821
10,test,Walking,tGravityAccMag,-0.12740091206981133,0.20091123139917821
10,test,Walking,tBodyAccJerkMag,-0.132624992298283,0.11294545426527516
10,test,Walking,tBodyGyroMag,-0.15645873035849056,0.40476889653014725
10,test,Walking,tBodyGyroJerkMag,-0.4403636366037736,0.5060403675473731
10,test,Walking,fBodyAcc-X,-0.11419000128301887,0.23274041014596958
10,test,Walking,fBodyAcc-Y,0.05339119098867924,0.19007683108075485
10,test,Walking,fBodyAcc-Z,-0.41218272245283016,0.4389069603669263
10,test,Walking,fBodyAccJerk-X,-0.10794110746792453,0.17388418008674952
10,test,Walking,fBodyAccJerk-Y,0.030905201832641508,0.23095421754161094
10,test,Walking,fBodyAccJerk-Z,-0.4640205088679245,0.5648483096659712
10,test,Walking,fBodyGyro-X,-0.27791378075471695,0.4630371536986589
10,test,Walking,fBodyGyro-Y,-0.3452090345283019,0.22225814308456432
10,test,Walking,fBodyGyro-Z,-0.10853002988113207,0.2795677409323733
10,test,Walking,fBodyAccMag,-0.09302374227924529,0.3767251491846762
10,test,Walking,fBodyBodyAccJerkMag,0.020518951698113207,0.14280555452739363
10,test,Walking,fBodyBodyGyroMag,-0.4126169096226415,0.5018514905219523
10,test,Walking,fBodyBodyGyroJerkMag,-0.5150653358490566,0.5237642960539955
10,test,Walking Downstairs,tBodyAcc-X,0.2904015943157895,0.3064030002398921
10,test,Walking Downstairs,tBodyAcc-Y,-0.020005077071052632,0.20373827143076156
10,test,Walking Downstairs,tBodyAcc-Z,-0.11084859724736842,0.19859363324714155
10,test,Walking Downstairs,tGravityAcc-X,0.9398074210526316,0.9397812319628591
10,test,Walking Downstairs,tGravityAcc-Y,-0.06461607689473683,0.9376307789465895
10,test,Walking Downstairs,tGravityAcc-Z,0.04187154092631579,0.9038189417458524
10,test,Walking Downstairs,tBodyAccJerk-X,0.10095938744736842,0.24210162857964276
10,test,Walking Downstairs,tBodyAccJerk-Y,0.010782490236842105,0.1826608319447685
10,test,Walking Downstairs,tBodyAccJerk-Z,1.526171736842091e-4,0.34803859058339687
10,test,Walking Downstairs,tBodyGyro-X,-0.12483959428947368,0.35740136144265666
10,test,Walking Downstairs,tBodyGyro-Y,-0.10674253883157894,0.31785024827279906
10,test,Walking Downstairs,tBodyGyro-Z,0.07244336855789474,0.17506957866784542
10,test,Walking Downstairs,tBodyGyroJerk-X,-0.06437640055263158,0.42548963843534254
10,test,Walking Downstairs,tBodyGyroJerk-Y,-0.04893780531578947,0.47953095509059396
10,test,Walking Downstairs,tBodyGyroJerk-Z,-0.07204131120789474,0.25252997015892725
10,test,Walking Downstairs,tBodyAccMag,0.25084376939473685,0.17543028870606717
10,test,Walking Downstairs,tGravityAccMag,0.25084376939473685,0.17543028870606717
10,test,Walking Downstairs,tBodyAccJerkMag,0.050701022843157896,0.14681656470587173
10,test,Walking Downstairs,tBodyGyroMag,-0.023846803757894736,0.3194533498470749
10,test,Walking Downstairs,tBodyGyroJerkMag,-0.40185431131578947,0.5021566602588241
10,test,Walking Downstairs,fBodyAcc-X,0.21566527315789474,0.33495652902609657
